Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,novi_first
831,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,2,2,no,2.0,1,1,50,56,55,0
833,"  (0, 0)	1.0",1,0,"  (0, 0)	1.0",0,1,2,yes,3.0,0,0,68,67,72,1
834,"  (0, 0)	1.0",0,5,"  (0, 1)	1.0",0,0,2,no,1.0,1,2,66,76,78,0
835,"  (0, 1)	1.0",2,1,"  (0, 0)	1.0",1,1,2,no,1.0,1,1,59,53,52,0
836,"  (0, 1)	1.0",0,4,"  (0, 1)	1.0",1,1,2,yes,3.0,2,0,77,68,69,1
837,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",0,2,1,no,1.0,1,1,60,75,80,0
838,"  (0, 0)	1.0",4,0,"  (0, 0)	1.0",1,1,2,no,4.0,0,0,71,73,72,0
839,"  (0, 1)	1.0",2,4,"  (0, 0)	1.0",0,1,1,yes,0.0,1,0,58,54,55,1
840,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,2,yes,2.0,1,0,58,63,58,1
841,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",0,0,2,yes,2.0,0,2,69,80,79,1
842,"  (0, 1)	1.0",2,5,"  (0, 0)	1.0",1,1,2,yes,3.0,1,0,59,58,52,1
843,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,2,yes,4.0,2,1,89,93,79,1
844,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",1,1,2,yes,2.0,0,0,71,77,82,1
845,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,0,2,yes,0.0,0,0,83,73,74,1
847,"  (0, 1)	1.0",0,0,"  (0, 0)	1.0",1,1,2,yes,1.0,1,0,65,57,53,1
848,"  (0, 0)	1.0",1,1,"  (0, 1)	1.0",0,3,2,yes,1.0,1,2,74,82,88,1
849,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",0,1,2,no,1.0,0,0,76,76,82,0
850,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,2,1,yes,0.0,1,0,85,74,70,1
851,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,2,2,yes,2.0,1,2,53,53,58,1
852,"  (0, 1)	1.0",0,2,"  (0, 0)	1.0",1,0,0,yes,2.0,1,0,42,46,40,1
853,"  (0, 0)	1.0",4,4,"  (0, 1)	1.0",1,1,1,yes,1.0,0,0,99,93,94,1
855,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",0,0,2,yes,2.0,0,0,78,92,93,1
856,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",0,1,1,no,2.0,0,0,71,62,70,0
858,"  (0, 0)	1.0",1,4,"  (0, 0)	1.0",1,2,1,yes,1.0,0,0,43,65,56,1
859,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",1,0,2,yes,2.0,1,0,64,84,83,1
860,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",0,0,0,yes,2.0,0,1,75,77,83,1
861,"  (0, 0)	1.0",4,4,"  (0, 1)	1.0",1,0,0,no,1.0,2,1,79,83,85,0
862,"  (0, 0)	1.0",4,1,"  (0, 1)	1.0",1,1,0,yes,0.0,0,0,61,77,77,1
863,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",1,0,2,yes,2.0,1,0,58,72,74,1
864,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,1,0,yes,2.0,1,2,68,73,71,1
865,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",0,1,1,yes,2.0,1,0,84,91,93,1
866,"  (0, 0)	1.0",3,2,"  (0, 0)	1.0",2,1,2,yes,2.0,1,1,46,57,54,1
867,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,2,2,yes,0.0,0,1,86,77,78,1
868,"  (0, 1)	1.0",5,4,"  (0, 1)	1.0",1,0,2,yes,3.0,1,0,74,63,61,1
869,"  (0, 1)	1.0",2,6,"  (0, 1)	1.0",0,2,2,yes,2.0,1,1,59,64,63,1
870,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",1,1,1,yes,6.0,1,0,63,71,75,1
872,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",0,1,2,yes,0.0,2,0,91,85,84,1
873,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",0,1,1,yes,0.0,0,0,36,53,54,1
875,"  (0, 1)	1.0",3,6,"  (0, 0)	1.0",1,2,1,yes,1.0,2,1,81,81,80,1
876,"  (0, 1)	1.0",2,0,"  (0, 0)	1.0",0,1,2,yes,2.0,1,0,46,59,55,1
878,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,0,yes,3.0,1,1,57,55,56,1
879,"  (0, 1)	1.0",4,1,"  (0, 0)	1.0",1,1,1,yes,0.0,1,2,90,83,81,1
881,"  (0, 1)	1.0",2,4,"  (0, 0)	1.0",1,1,2,no,2.0,1,0,56,50,42,0
883,"  (0, 0)	1.0",3,2,"  (0, 1)	1.0",1,2,2,yes,1.0,1,2,70,82,76,1
886,"  (0, 0)	1.0",2,6,"  (0, 1)	1.0",1,1,2,yes,3.0,0,1,41,34,41,1
887,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",1,0,2,no,1.0,1,1,74,87,80,0
888,"  (0, 0)	1.0",3,5,"  (0, 0)	1.0",0,1,2,no,2.0,0,2,41,52,60,0
889,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",1,2,2,yes,5.0,0,2,45,47,56,1
891,"  (0, 1)	1.0",0,2,"  (0, 1)	1.0",1,1,2,no,2.0,0,2,72,65,63,0
892,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,2,yes,3.0,0,0,67,77,79,1
893,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",1,2,1,no,3.0,1,1,83,75,76,0
894,"  (0, 0)	1.0",1,1,"  (0, 1)	1.0",1,1,2,yes,1.0,1,0,74,87,84,1
895,"  (0, 1)	1.0",5,5,"  (0, 0)	1.0",0,0,0,yes,1.0,1,1,36,54,44,1
896,"  (0, 0)	1.0",2,1,"  (0, 0)	1.0",0,1,2,yes,2.0,2,1,54,65,71,1
897,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",0,2,1,yes,1.0,0,0,79,84,88,1
898,"  (0, 0)	1.0",1,6,"  (0, 0)	1.0",0,2,2,yes,0.0,1,1,79,84,88,1
899,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",1,2,2,yes,0.0,1,1,61,68,73,1
900,"  (0, 0)	1.0",1,0,"  (0, 1)	1.0",1,0,1,yes,1.0,2,0,90,96,89,1
902,"  (0, 1)	1.0",1,6,"  (0, 1)	1.0",0,1,2,no,5.0,1,1,52,50,49,0
903,"  (0, 1)	1.0",4,4,"  (0, 0)	1.0",1,1,1,yes,3.0,1,0,84,76,78,1
904,"  (0, 0)	1.0",4,3,"  (0, 0)	1.0",0,1,1,yes,4.0,1,0,59,73,73,1
905,"  (0, 0)	1.0",3,2,"  (0, 1)	1.0",2,1,1,no,1.0,1,0,76,79,87,0
906,"  (0, 1)	1.0",5,2,"  (0, 1)	1.0",0,0,1,yes,3.0,0,0,83,83,79,1
907,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",1,2,2,yes,2.0,1,0,73,55,58,1
908,"  (0, 0)	1.0",0,0,"  (0, 1)	1.0",1,1,1,yes,1.0,2,0,64,73,72,1
909,"  (0, 1)	1.0",0,2,"  (0, 1)	1.0",2,1,2,yes,2.0,0,0,60,53,49,1
910,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,0,2,yes,1.0,2,0,69,70,62,1
911,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,0,1,yes,3.0,1,0,76,74,70,1
912,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,2,1,yes,1.0,0,1,71,72,75,1
913,"  (0, 1)	1.0",1,6,"  (0, 0)	1.0",0,1,2,yes,3.0,2,0,44,49,49,1
914,"  (0, 1)	1.0",4,2,"  (0, 1)	1.0",1,1,2,yes,4.0,0,1,61,51,48,1
915,"  (0, 0)	1.0",2,0,"  (0, 0)	1.0",1,2,2,yes,1.0,1,0,62,82,76,1
916,"  (0, 1)	1.0",2,2,"  (0, 1)	1.0",1,1,1,yes,1.0,0,0,62,60,58,1
917,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,2,yes,0.0,0,0,72,79,72,1
920,"  (0, 0)	1.0",3,1,"  (0, 0)	1.0",1,2,2,yes,0.0,1,2,77,90,93,1
921,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",0,1,2,no,1.0,0,1,62,80,74,0
922,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,1,2,yes,0.0,0,0,74,79,69,1
923,"  (0, 1)	1.0",3,0,"  (0, 0)	1.0",1,2,2,yes,2.0,0,0,40,41,40,1
924,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,1,2,no,4.0,1,2,69,76,74,0
925,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,2,yes,2.0,1,2,70,61,59,1
926,"  (0, 1)	1.0",5,5,"  (0, 1)	1.0",0,1,2,yes,2.0,1,0,58,45,44,1
927,"  (0, 0)	1.0",3,6,"  (0, 1)	1.0",1,1,1,no,3.0,0,2,88,84,93,0
929,"  (0, 1)	1.0",4,1,"  (0, 1)	1.0",0,1,2,yes,2.0,1,1,93,83,86,1
930,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,1,1,yes,2.0,1,1,70,78,74,1
931,"  (0, 1)	1.0",1,2,"  (0, 0)	1.0",0,0,0,yes,4.0,2,0,50,62,58,1
933,"  (0, 1)	1.0",2,5,"  (0, 0)	1.0",0,1,1,yes,4.0,1,0,71,74,64,1
935,"  (0, 0)	1.0",0,4,"  (0, 1)	1.0",0,0,2,yes,1.0,0,1,51,58,64,1
936,"  (0, 0)	1.0",1,3,"  (0, 1)	1.0",1,2,0,yes,0.0,0,0,66,86,86,1
937,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,1,no,1.0,1,0,85,83,70,0
939,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,1,2,no,3.0,1,0,63,78,72,0
940,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",0,1,1,yes,2.0,0,2,63,77,79,1
941,"  (0, 0)	1.0",1,3,"  (0, 0)	1.0",0,0,1,yes,1.0,0,2,62,84,80,1
942,"  (0, 1)	1.0",2,3,"  (0, 1)	1.0",1,0,0,no,1.0,0,0,85,70,71,0
944,"  (0, 0)	1.0",2,2,"  (0, 0)	1.0",0,2,1,yes,1.0,1,0,83,89,86,1
945,"  (0, 1)	1.0",1,0,"  (0, 0)	1.0",1,2,2,no,7.0,2,0,46,60,46,0
946,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",1,1,2,no,7.0,1,0,68,61,58,0
947,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,1,yes,0.0,1,2,60,62,57,1
948,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",0,1,0,yes,4.0,1,0,64,80,80,1
949,"  (0, 1)	1.0",5,3,"  (0, 0)	1.0",0,0,2,yes,1.0,0,0,67,71,72,1
950,"  (0, 1)	1.0",0,3,"  (0, 1)	1.0",1,1,2,yes,0.0,2,0,57,62,59,1
952,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",1,2,0,yes,2.0,1,2,56,56,51,1
953,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",0,0,2,no,1.0,1,0,77,76,74,0
954,"  (0, 1)	1.0",3,5,"  (0, 0)	1.0",1,1,1,yes,1.0,0,0,72,77,70,1
955,"  (0, 1)	1.0",4,0,"  (0, 1)	1.0",1,1,2,yes,5.0,1,0,100,100,94,1
956,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",1,1,2,yes,1.0,0,1,64,87,79,1
957,"  (0, 0)	1.0",2,2,"  (0, 1)	1.0",1,0,1,yes,3.0,0,0,66,77,71,1
958,"  (0, 1)	1.0",3,0,"  (0, 0)	1.0",1,1,2,yes,2.0,1,0,75,83,77,1
959,"  (0, 1)	1.0",2,2,"  (0, 0)	1.0",1,1,1,yes,4.0,1,1,45,57,49,1
960,"  (0, 0)	1.0",0,4,"  (0, 0)	1.0",0,0,2,no,2.0,1,0,40,47,43,0
961,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,2,1,no,2.0,1,0,88,80,76,0
962,"  (0, 0)	1.0",1,1,"  (0, 1)	1.0",0,0,1,no,3.0,1,0,67,83,80,0
963,"  (0, 0)	1.0",3,1,"  (0, 0)	1.0",0,1,1,yes,2.0,1,0,73,93,91,1
964,"  (0, 0)	1.0",4,2,"  (0, 1)	1.0",1,2,0,yes,1.0,1,1,67,72,72,1
965,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",0,1,0,yes,4.0,2,1,85,94,95,1
966,"  (0, 0)	1.0",0,2,"  (0, 0)	1.0",1,0,2,yes,1.0,1,0,47,64,52,1
967,"  (0, 1)	1.0",3,1,"  (0, 1)	1.0",0,1,0,yes,2.0,1,2,87,81,79,1
968,"  (0, 1)	1.0",2,3,"  (0, 0)	1.0",1,1,1,yes,1.0,0,0,58,59,51,1
969,"  (0, 0)	1.0",3,2,"  (0, 0)	1.0",1,0,1,yes,0.0,1,1,45,53,52,1
970,"  (0, 0)	1.0",0,5,"  (0, 1)	1.0",1,1,2,no,4.0,2,0,58,67,63,0
971,"  (0, 0)	1.0",5,0,"  (0, 0)	1.0",1,1,1,no,1.0,1,0,71,87,87,0
972,"  (0, 1)	1.0",3,5,"  (0, 0)	1.0",1,1,0,no,3.0,2,2,70,72,69,0
973,"  (0, 1)	1.0",2,4,"  (0, 0)	1.0",0,1,2,yes,2.0,1,1,60,60,59,1
974,"  (0, 0)	1.0",1,5,"  (0, 1)	1.0",1,2,2,yes,0.0,0,1,58,64,57,1
975,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",1,1,1,yes,2.0,1,0,73,69,61,1
977,"  (0, 0)	1.0",2,0,"  (0, 0)	1.0",0,1,0,yes,3.0,0,0,38,60,60,1
978,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",1,0,2,yes,2.0,0,2,57,75,76,1
979,"  (0, 1)	1.0",5,2,"  (0, 0)	1.0",1,2,2,no,3.0,2,1,85,80,71,0
980,"  (0, 1)	1.0",3,3,"  (0, 1)	1.0",1,1,1,yes,2.0,1,2,95,86,82,1
981,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,2,yes,2.0,2,0,67,56,56,1
982,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",1,1,2,yes,1.0,0,1,60,52,53,1
983,"  (0, 0)	1.0",2,0,"  (0, 1)	1.0",0,2,1,yes,3.0,0,0,72,86,84,1
984,"  (0, 1)	1.0",1,4,"  (0, 0)	1.0",1,2,1,yes,1.0,1,0,62,52,50,1
985,"  (0, 0)	1.0",0,1,"  (0, 1)	1.0",1,2,2,yes,2.0,1,0,79,89,90,1
986,"  (0, 1)	1.0",4,2,"  (0, 1)	1.0",1,0,0,no,3.0,1,1,69,73,67,0
987,"  (0, 0)	1.0",1,0,"  (0, 1)	1.0",1,1,1,yes,2.0,1,1,56,65,64,1
988,"  (0, 1)	1.0",0,5,"  (0, 1)	1.0",1,1,2,yes,1.0,0,2,52,47,53,1
989,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,0,2,yes,1.0,0,0,93,84,89,1
991,"  (0, 1)	1.0",5,2,"  (0, 0)	1.0",1,1,1,yes,3.0,1,0,40,41,42,1
993,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,0,no,2.0,0,1,70,56,56,0
995,"  (0, 1)	1.0",0,2,"  (0, 1)	1.0",1,1,1,no,1.0,0,0,62,61,57,0
996,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",1,2,2,yes,1.0,1,2,62,82,72,1
997,"  (0, 1)	1.0",2,3,"  (0, 0)	1.0",1,1,0,yes,3.0,0,0,74,72,67,1
998,"  (0, 1)	1.0",2,3,"  (0, 1)	1.0",1,0,0,yes,1.0,0,0,59,64,61,1
999,"  (0, 0)	1.0",1,2,"  (0, 0)	1.0",1,1,2,yes,1.0,2,1,38,50,49,1
0,"  (0, 1)	1.0",4,2,"  (0, 0)	1.0",1,1,1,yes,0.0,0,0,52,62,56,1
1,"  (0, 0)	1.0",1,2,"  (0, 0)	1.0",1,2,2,yes,2.0,1,0,41,54,47,1
2,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",0,1,2,yes,1.0,2,2,73,73,78,1
3,"  (0, 0)	1.0",3,5,"  (0, 0)	1.0",1,1,1,yes,1.0,0,0,31,45,43,1
4,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",0,0,0,yes,5.0,0,2,83,83,93,1
5,"  (0, 0)	1.0",5,5,"  (0, 1)	1.0",2,0,1,no,2.0,1,0,70,79,78,0
6,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",1,1,2,no,1.0,2,0,58,66,69,0
7,"  (0, 0)	1.0",2,6,"  (0, 1)	1.0",1,2,2,yes,2.0,0,1,67,80,80,1
8,"  (0, 1)	1.0",2,0,"  (0, 0)	1.0",1,2,0,no,3.0,0,1,73,71,66,0
9,"  (0, 1)	1.0",1,4,"  (0, 0)	1.0",1,1,2,yes,0.0,0,2,59,51,47,1
10,"  (0, 0)	1.0",2,3,"  (0, 1)	1.0",0,0,1,yes,2.0,0,0,58,78,76,1
11,"  (0, 1)	1.0",3,6,"  (0, 1)	1.0",1,1,0,no,5.0,2,0,64,55,56,0
12,"  (0, 1)	1.0",5,0,"  (0, 1)	1.0",0,2,2,yes,0.0,1,0,100,96,100,1
13,"  (0, 1)	1.0",5,3,"  (0, 1)	1.0",1,1,1,no,5.0,0,0,100,87,85,0
14,"  (0, 0)	1.0",3,6,"  (0, 1)	1.0",1,1,0,no,3.0,1,0,51,60,61,0
15,"  (0, 0)	1.0",4,5,"  (0, 1)	1.0",0,1,1,no,4.0,1,1,85,90,92,0
16,"  (0, 1)	1.0",2,5,"  (0, 0)	1.0",1,1,2,yes,1.0,1,0,55,53,47,1
17,"  (0, 1)	1.0",1,5,"  (0, 0)	1.0",1,1,2,no,1.0,1,0,36,35,29,0
18,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",1,2,1,no,3.0,1,1,56,79,70,0
19,"  (0, 0)	1.0",4,2,"  (0, 0)	1.0",0,1,1,yes,0.0,1,2,66,66,66,1
20,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",0,1,2,no,2.0,2,1,89,97,95,0
21,"  (0, 0)	1.0",3,3,"  (0, 0)	1.0",0,0,1,yes,1.0,0,1,51,70,78,1
22,"  (0, 0)	1.0",3,2,"  (0, 1)	1.0",0,1,1,no,1.0,1,0,72,74,74,0
23,"  (0, 0)	1.0",3,5,"  (0, 1)	1.0",1,2,1,no,4.0,1,0,84,82,94,0
24,"  (0, 1)	1.0",0,2,"  (0, 0)	1.0",0,1,1,yes,2.0,2,2,29,46,38,1
25,"  (0, 0)	1.0",3,4,"  (0, 1)	1.0",1,1,1,no,3.0,1,0,58,64,65,0
26,"  (0, 1)	1.0",2,3,"  (0, 1)	1.0",1,1,2,yes,2.0,0,0,76,80,77,1
27,"  (0, 0)	1.0",3,6,"  (0, 1)	1.0",0,0,2,no,1.0,0,2,77,89,90,0
28,"  (0, 1)	1.0",4,4,"  (0, 0)	1.0",1,1,2,no,3.0,0,2,71,45,42,0
29,"  (0, 1)	1.0",0,4,"  (0, 1)	1.0",1,1,2,no,1.0,1,0,43,38,37,0
30,"  (0, 1)	1.0",1,2,"  (0, 1)	1.0",0,0,2,yes,2.0,1,1,49,48,49,1
31,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",1,1,1,yes,1.0,1,1,73,88,86,1
33,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",0,1,2,yes,3.0,1,0,94,99,100,1
34,"  (0, 0)	1.0",3,5,"  (0, 0)	1.0",1,1,2,yes,3.0,0,0,48,67,64,1
35,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,2,no,3.0,0,1,56,59,57,0
36,"  (0, 0)	1.0",5,2,"  (0, 1)	1.0",1,1,2,no,3.0,1,2,56,60,66,0
37,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",1,1,2,yes,2.0,0,2,70,87,78,1
38,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",0,1,2,yes,2.0,0,0,82,85,91,1
39,"  (0, 0)	1.0",1,4,"  (0, 1)	1.0",0,2,2,yes,3.0,1,0,66,83,88,1
40,"  (0, 0)	1.0",5,3,"  (0, 0)	1.0",1,2,1,yes,3.0,1,0,42,52,54,1
41,"  (0, 1)	1.0",2,1,"  (0, 0)	1.0",1,2,1,yes,4.0,1,1,60,69,65,1
43,"  (0, 0)	1.0",0,2,"  (0, 1)	1.0",2,2,1,no,4.0,0,1,74,80,78,0
44,"  (0, 1)	1.0",3,0,"  (0, 1)	1.0",1,0,1,yes,5.0,0,1,67,61,65,1
45,"  (0, 0)	1.0",1,3,"  (0, 0)	1.0",2,1,2,yes,2.0,0,0,61,71,71,1
46,"  (0, 1)	1.0",1,3,"  (0, 1)	1.0",1,0,1,yes,4.0,0,0,55,53,49,1
47,"  (0, 1)	1.0",3,2,"  (0, 1)	1.0",1,1,2,yes,2.0,1,1,67,58,54,1
48,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,1,1,no,1.0,0,0,77,72,75,0
49,"  (0, 0)	1.0",3,0,"  (0, 1)	1.0",1,1,1,yes,4.0,2,0,81,87,87,1
50,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",0,2,1,no,1.0,1,1,85,84,84,0
51,"  (0, 1)	1.0",4,4,"  (0, 1)	1.0",0,1,1,no,2.0,1,2,89,70,74,0
52,"  (0, 1)	1.0",3,1,"  (0, 0)	1.0",2,1,2,yes,1.0,1,2,71,73,68,1
53,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",2,1,2,yes,1.0,1,0,61,77,68,1
54,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,2,0,yes,2.0,1,0,84,81,80,1
55,"  (0, 0)	1.0",2,0,"  (0, 0)	1.0",1,2,2,yes,3.0,0,0,65,72,70,1
56,"  (0, 1)	1.0",4,0,"  (0, 0)	1.0",1,0,0,yes,2.0,1,0,65,64,64,1
57,"  (0, 1)	1.0",3,4,"  (0, 0)	1.0",1,2,2,yes,2.0,1,0,73,77,72,1
58,"  (0, 0)	1.0",4,0,"  (0, 1)	1.0",0,2,2,no,1.0,1,0,78,79,82,0
59,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",1,1,1,yes,0.0,0,0,40,57,48,1
61,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,2,2,yes,4.0,0,2,82,97,85,1
62,"  (0, 1)	1.0",3,3,"  (0, 1)	1.0",1,1,2,yes,4.0,0,1,73,72,70,1
63,"  (0, 0)	1.0",3,2,"  (0, 1)	1.0",1,1,0,no,2.0,1,1,73,79,72,0
64,"  (0, 0)	1.0",3,6,"  (0, 1)	1.0",1,1,0,no,1.0,1,0,69,73,78,0
65,"  (0, 0)	1.0",4,4,"  (0, 0)	1.0",0,0,2,yes,3.0,1,0,61,71,73,1
66,"  (0, 0)	1.0",4,2,"  (0, 1)	1.0",0,0,2,yes,1.0,2,0,83,82,89,1
67,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",0,1,2,yes,1.0,1,0,71,63,68,1
68,"  (0, 0)	1.0",3,4,"  (0, 0)	1.0",1,0,1,yes,4.0,0,0,50,65,65,1
69,"  (0, 1)	1.0",2,6,"  (0, 1)	1.0",0,2,2,no,1.0,0,0,71,69,70,0
70,"  (0, 0)	1.0",3,1,"  (0, 1)	1.0",0,1,2,no,3.0,0,0,64,74,83,0
71,"  (0, 0)	1.0",2,4,"  (0, 1)	1.0",1,1,1,yes,3.0,1,1,56,51,49,1
72,"  (0, 1)	1.0",1,0,"  (0, 0)	1.0",0,1,2,no,3.0,1,0,68,74,68,0
73,"  (0, 1)	1.0",3,3,"  (0, 1)	1.0",1,1,0,no,2.0,1,2,91,83,87,0
74,"  (0, 0)	1.0",2,4,"  (0, 0)	1.0",2,2,1,yes,1.0,0,0,54,64,68,1
76,"  (0, 0)	1.0",0,4,"  (0, 0)	1.0",1,1,2,yes,3.0,2,0,29,51,47,1
77,"  (0, 1)	1.0",4,4,"  (0, 0)	1.0",0,1,2,yes,1.0,1,0,76,66,70,1
78,"  (0, 1)	1.0",2,6,"  (0, 1)	1.0",1,1,2,yes,7.0,0,0,88,83,75,1
79,"  (0, 1)	1.0",2,0,"  (0, 1)	1.0",1,1,2,yes,3.0,0,2,62,66,57,1
80,"  (0, 1)	1.0",0,4,"  (0, 1)	1.0",0,2,2,no,3.0,0,0,67,64,65,0
81,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",1,2,0,yes,1.0,2,1,56,65,62,1
82,"  (0, 0)	1.0",2,2,"  (0, 0)	1.0",0,0,2,yes,2.0,1,0,64,75,78,1
84,"  (0, 0)	1.0",2,0,"  (0, 0)	1.0",2,1,1,yes,3.0,1,0,39,61,55,1
85,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",0,2,1,yes,0.0,1,1,57,66,61,1
89,"  (0, 0)	1.0",2,5,"  (0, 1)	1.0",0,2,1,no,1.0,1,0,63,81,83,0
90,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,1,1,no,3.0,0,0,60,52,49,0
91,"  (0, 1)	1.0",3,4,"  (0, 1)	1.0",1,2,2,yes,4.0,2,0,90,88,85,1
92,"  (0, 1)	1.0",2,1,"  (0, 1)	1.0",1,0,1,no,4.0,1,0,81,82,84,0
93,"  (0, 1)	1.0",3,6,"  (0, 1)	1.0",1,0,1,no,1.0,1,1,50,54,49,0
94,"  (0, 0)	1.0",5,1,"  (0, 0)	1.0",1,2,1,no,1.0,1,0,47,56,50,0
95,"  (0, 1)	1.0",2,5,"  (0, 1)	1.0",1,1,2,yes,4.0,1,1,62,53,48,1
96,"  (0, 0)	1.0",2,1,"  (0, 1)	1.0",1,0,1,yes,1.0,0,0,44,46,50,1
98,"  (0, 1)	1.0",1,0,"  (0, 1)	1.0",2,2,1,yes,2.0,1,0,74,73,72,1
101,"  (0, 0)	1.0",1,2,"  (0, 1)	1.0",1,1,2,no,3.0,2,0,44,53,51,0
102,"  (0, 1)	1.0",2,4,"  (0, 1)	1.0",1,1,1,no,1.0,0,0,78,72,70,0
103,"  (0, 0)	1.0",0,5,"  (0, 1)	1.0",1,0,2,no,4.0,1,1,44,55,50,0
104,"  (0, 1)	1.0",1,1,"  (0, 1)	1.0",1,3,2,yes,0.0,2,1,94,86,88,1
105,"  (0, 0)	1.0",0,5,"  (0, 1)	1.0",1,1,2,yes,2.0,0,0,61,77,76,1
108,"  (0, 0)	1.0",3,0,"  (0, 0)	1.0",0,1,2,yes,3.0,1,0,47,61,69,1
109,"  (0, 0)	1.0",2,2,"  (0, 0)	1.0",1,0,1,yes,1.0,1,0,33,63,62,1
110,"  (0, 0)	1.0",1,4,"  (0, 0)	1.0",0,3,2,yes,1.0,1,0,49,61,63,1
111,"  (0, 1)	1.0",3,5,"  (0, 1)	1.0",1,1,1,yes,5.0,2,0,60,57,49,1
112,"  (0, 1)	1.0",3,5,"  (0, 0)	1.0",0,2,2,no,1.0,0,1,58,59,57,0
